TOWN,LISTYEAR,AVERAGESALEAMOUNT,AVERAGEINCOME,AVERAGECRIMERATE
Hartland,2013                                  ,198136.84210526315,20323.36,0.5454545454545454
Hartland,2014                                  ,228414.16,20728.54,0.6363636363636364
Hartland,2016                                  ,210242.33333333334,21533.26,1.3636363636363635
Hartland,2017                                  ,194362.65,21964.8,1.6363636363636365
Harwinton,2010                                  ,243570.57142857142,27855.68,9.272727272727273
Harwinton,2011                                  ,217993.8775510204,25163.86,13.636363636363637
Harwinton,2012                                  ,234484.61538461538,22447.24,11.181818181818182
Harwinton,2014                                  ,229623.4947368421,22422.16,13.727272727272727
Harwinton,2015                                  ,261798.48958333334,23572.44,8.454545454545455
Harwinton,2016                                  ,220848.69607843139,24621.54,7.909090909090909
Harwinton,2017                                  ,216017.01298701297,25487.075,6.909090909090909
Hebron,2010                                  ,255837.18823529413,41587.22,21.454545454545453
Hebron,2012                                  ,273332.05263157893,43140.18,16.363636363636363
Hebron,2013                                  ,227054.14406779662,42860.48,10.727272727272727
Hebron,2014                                  ,272051.19696969696,50059.34,8.909090909090908
Hebron,2015                                  ,241004.02272727274,56508.56,6.818181818181818
Hebron,2017                                  ,249054.02139037434,63640.65,10.363636363636363
Kent,2010                                  ,357182.95454545453,14061.72,7.636363636363637
Kent,2011                                  ,388594.77358490566,13775.86,11.181818181818182
Kent,2012                                  ,413294.453125,13293.6,10.636363636363637
Kent,2014                                  ,363279.1911764706,13155.16,1.3636363636363635
Kent,2015                                  ,358212.925,13549.42,3.5454545454545454
Kent,2016                                  ,442485.32608695654,14361.06,2.727272727272727
Kent,2017                                  ,602677.6119402985,14771.925,3.272727272727273
Killingly,2010                                  ,141828.27651515152,46383.92,58.63636363636363
Killingly,2011                                  ,143937.27307692307,46156.42,49.36363636363637
Killingly,2012                                  ,156588.9331210191,42083.12,57.09090909090909
Killingly,2014                                  ,155595.8501529052,26567.44,57.45454545454545
Killingly,2015                                  ,148198.4520884521,20210.14,42.54545454545455
Killingly,2016                                  ,189607.10817307694,20986.98,37.72727272727273
Killingly,2017                                  ,187545.5,18907.95,36
Killingworth,2010                                  ,293800.1666666667,52332.6,8.454545454545455
Killingworth,2012                                  ,271900.967032967,44934.48,7.636363636363637
Killingworth,2013                                  ,341516.29292929295,41476.56,3.8181818181818183
Killingworth,2014                                  ,360189.2252252252,44072.4,7.090909090909091
Killingworth,2015                                  ,295475.136,42513.28,6.818181818181818
Killingworth,2017                                  ,308986.59854014596,50337.25,4.090909090909091
Lebanon,2010                                  ,204827.12820512822,31638.6,17.454545454545453
Lebanon,2011                                  ,181859.30487804877,28636,15
Lebanon,2012                                  ,190153.01652892563,27257.8,11.545454545454545
Lebanon,2014                                  ,343667.2807017544,25116.66,9.818181818181818
Lebanon,2015                                  ,185009.072,27401.36,11.727272727272727
Lebanon,2016                                  ,187728.73446327684,32906.92,10.909090909090908
Lebanon,2017                                  ,208000.57037037038,33450.675,6.818181818181818
Ledyard,2011                                  ,225026.24193548388,65635.14,36.36363636363637
Ledyard,2012                                  ,216551.87192118226,66575.56,35.27272727272727
Ledyard,2013                                  ,214531.22972972973,71373.4,43.45454545454545
Ledyard,2014                                  ,197947.7668161435,73098,41.45454545454545
Ledyard,2016                                  ,203662.56,74798.34,25.181818181818183
Ledyard,2017                                  ,217768.2116564417,77099.05,29.636363636363637
Lisbon,2010                                  ,193481.6923076923,22715.24,28.90909090909091
Lisbon,2012                                  ,123186.68115942029,19826.92,38.54545454545455
Lisbon,2013                                  ,172475.4693877551,17919.98,37.09090909090909
Lisbon,2014                                  ,173067.27272727274,18409.62,43
Lisbon,2015                                  ,171576.09677419355,19062.38,23.181818181818183
Lisbon,2017                                  ,201929.26744186046,23763.6,17.181818181818183
Litchfield,2010                                  ,324253.74311926606,45940.12,23.09090909090909
Litchfield,2011                                  ,353955.61616161617,44034.64,20
Litchfield,2012                                  ,360187.7559055118,42293.38,24.818181818181817
Litchfield,2014                                  ,346900.3834586466,34343.44,22.363636363636363
Litchfield,2015                                  ,455169.7837837838,32559.76,19.09090909090909
Litchfield,2016                                  ,374148.9705882353,37397.8,15.818181818181818
Litchfield,2017                                  ,294214.94545454544,38428.625,569.5454545454545
Lyme,2010                                  ,625051.2195121951,24929.68,4.181818181818182
Lyme,2011                                  ,395785.71428571426,24463.96,4.363636363636363
Lyme,2012                                  ,488657.6530612245,24114.32,5.181818181818182
Lyme,2014                                  ,587934.8484848485,20579.16,4.363636363636363
Lyme,2015                                  ,462577.8771929825,19972,4.363636363636363
Lyme,2016                                  ,402255.2083333333,21508.66,1.6363636363636365
Lyme,2017                                  ,575985.4852941176,22103.825,2.4545454545454546
Madison,2010                                  ,558016.8996282528,78148.26,62.72727272727273
Madison,2011                                  ,511719.8671328671,72909.68,35.18181818181818
Madison,2012                                  ,503397.82898550725,72888.28,32.27272727272727
Madison,2014                                  ,465757.3385416667,51426.74,33.36363636363637
Madison,2015                                  ,435516.26086956525,53704,15.818181818181818
Madison,2016                                  ,455915.06398104265,56171.28,22.90909090909091
Madison,2017                                  ,460293.6798245614,53242.125,23.454545454545453
Manchester,2010                                  ,202875.9822616408,61819.72,539.9090909090909
Manchester,2012                                  ,238128.6794871795,57507.78,521
Manchester,2013                                  ,206850.62921348316,52758.52,438.27272727272725
Manchester,2014                                  ,267745.84538653365,52117.02,461.72727272727275
Manchester,2015                                  ,268216.7454545455,51380.8,458.27272727272725
Manchester,2017                                  ,324696.36372646183,53201.95,435.8181818181818
Mansfield,2010                                  ,248045.4245810056,49753.02,50.90909090909091
Mansfield,2011                                  ,238341.77956989247,45824.44,56
Mansfield,2012                                  ,284966.9792746114,40444.6,80.45454545454545
Mansfield,2013                                  ,528580.0315315315,35385.26,62.45454545454545
Mansfield,2015                                  ,222856.67537313432,26229,39.09090909090909
Mansfield,2016                                  ,338778.35496183205,23833.06,33.81818181818182
Mansfield,2017                                  ,249557.61254612546,22372,36.27272727272727
Marlborough,2010                                  ,311928.62903225806,55245.42,19.818181818181817
Marlborough,2011                                  ,299691.6666666667,50039.76,9.272727272727273
Marlborough,2012                                  ,249842.48571428572,44262.18,9.272727272727273
Marlborough,2013                                  ,275064.1789473684,40314.74,8
Marlborough,2014                                  ,281302.5537190083,37245.76,6
Marlborough,2016                                  ,258233.7438016529,33754.24,9.545454545454545
Marlborough,2017                                  ,301425.1019417476,36256.325,14.454545454545455
Meriden,2010                                  ,199326.70631970261,44832.72,540.8181818181819
Meriden,2011                                  ,173049.23580034424,44645.78,509.09090909090907
Meriden,2012                                  ,162305.36026936027,45219.62,555.5454545454545
Meriden,2013                                  ,236290.1716535433,44544.14,458.09090909090907
Meriden,2014                                  ,267733.67176634213,43775.24,435.54545454545456
Meriden,2015                                  ,183366.75522041763,41394.52,447.1818181818182
Meriden,2016                                  ,168681.16962305986,41506.22,435.54545454545456
Meriden,2017                                  ,178419.85456475583,40181.975,452.27272727272725
Middlebury,2010                                  ,351484.07446808513,57926.54,27
Middlebury,2012                                  ,306010.9197080292,59425.44,20.181818181818183
Middlebury,2013                                  ,297749.03125,56740.32,18.818181818181817
Middlebury,2014                                  ,313832.40845070424,59515.92,16.363636363636363
Middlebury,2015                                  ,332319.5714285714,61017.98,17.727272727272727
Middlebury,2017                                  ,350985.7388535032,67619.825,26.181818181818183
Middlefield,2010                                  ,245164.55319148937,24008.14,12.545454545454545
Middlefield,2012                                  ,222275.75471698114,23412.3,5.818181818181818
Middlefield,2013                                  ,256681.64516129033,25384.74,9.545454545454545
Middlefield,2014                                  ,233315.53125,27076.44,6.545454545454546
Middlefield,2015                                  ,264631.1403508772,28250.88,8.727272727272727
Middlefield,2017                                  ,265057.6621621622,29720.15,7.909090909090909
Middletown,2010                                  ,271566.4539007092,46088.68,328.09090909090907
Middletown,2011                                  ,246074.6487025948,46108,300.3636363636364
Middletown,2012                                  ,287030.6332116788,44483.26,265.3636363636364
Middletown,2014                                  ,214073.9804878049,45284.26,256.45454545454544
Middletown,2015                                  ,374432.9940652819,45676.52,215.45454545454547
Middletown,2016                                  ,271814.5057471264,44748.86,272.1818181818182
Milford,2010                                  ,351967.74788732396,60576.82,459.3636363636364
Milford,2012                                  ,396495.1280409731,57078.26,445.45454545454544
Milford,2013                                  ,299555.101992966,56677.52,435.54545454545456
Milford,2014                                  ,342532.06666666665,60405.32,388.54545454545456
Milford,2015                                  ,333957.24760076776,61764.24,378.1818181818182
Milford,2017                                  ,389370.3406820276,67317.95,270.54545454545456
Monroe,2010                                  ,359361.60869565216,64856.24,39.09090909090909
Monroe,2011                                  ,332390.93896713614,65273.34,51.54545454545455
Monroe,2012                                  ,356217.52482269506,66618.52,44.18181818181818
Monroe,2013                                  ,358335.5421686747,65937.06,46.09090909090909
Monroe,2014                                  ,344122.62587412586,67121.5,44.45454545454545
Monroe,2015                                  ,363927.881097561,68791.74,34.36363636363637
Monroe,2016                                  ,353344.1134969325,75149.64,23.454545454545453
Monroe,2017                                  ,344596.46625766874,76491.775,43.90909090909091
Montville,2010                                  ,173354.86585365853,55451.12,35.27272727272727
Montville,2011                                  ,289009.4736842105,54918.48,40.54545454545455
Montville,2012                                  ,213697.125,54116.84,66.54545454545455
Montville,2013                                  ,188536.03375527426,55343.88,57.27272727272727
Montville,2014                                  ,169218.93772893772,55698.26,46.45454545454545
Montville,2015                                  ,238459.11764705883,56285.56,38.54545454545455
Montville,2016                                  ,156129.41176470587,55729.6,36
Montville,2017                                  ,212021.6888888889,55944.95,34.90909090909091
Morris,2010                                  ,300626.3157894737,25903.1,3.909090909090909
Morris,2011                                  ,223156.52173913043,25896.46,4.7272727272727275
Morris,2012                                  ,261399.16216216216,27219.46,4.636363636363637
Morris,2013                                  ,311852.44680851063,21937.02,3.272727272727273
Morris,2015                                  ,307416.6666666667,20345.48,5.181818181818182
Morris,2016                                  ,339195.2380952381,20382.98,1.3636363636363635
Morris,2017                                  ,404338.5,18964.9,2.727272727272727
Naugatuck,2010                                  ,150495.6146788991,51970.32,181.54545454545453
Naugatuck,2011                                  ,146199.8801089918,50612.54,175.45454545454547
Naugatuck,2013                                  ,312052.48238482384,50112.84,219.8181818181818
Naugatuck,2014                                  ,136543.15416666667,53488.62,175.9090909090909
Naugatuck,2015                                  ,135053.8391472868,56552.84,161
Naugatuck,2016                                  ,159628.38007380074,58814.16,158.8181818181818
Naugatuck,2017                                  ,161107.89411764705,60127.475,133.1818181818182
New Britain,2010                                  ,195145.6224,33902.56,916.5454545454545
New Britain,2011                                  ,138346.96805111822,32774.44,898.6363636363636
New Britain,2012                                  ,186326.88,33629.12,882
New Britain,2013                                  ,199606.93256997457,35302.6,689.3636363636364
New Britain,2014                                  ,182851.73877068557,36063.46,665.5454545454545
New Britain,2015                                  ,179154.64166666666,36274.3,645.5454545454545
New Britain,2016                                  ,180154.77627772422,37271.82,637.2727272727273
New Canaan,2010                                  ,1465595.380952381,102597.56,37.63636363636363
New Canaan,2011                                  ,1324830.2607449857,95271.5,30.818181818181817
New Canaan,2012                                  ,1397061.2069716775,83974.02,37.09090909090909
New Canaan,2014                                  ,1538773.0240963856,82867.98,35.72727272727273
New Canaan,2015                                  ,1561835.3779761905,89602.8,40.63636363636363
New Canaan,2016                                  ,1381095.8089005235,93270.36,37.09090909090909
New Canaan,2017                                  ,1408601.970027248,99037.55,35.45454545454545
New Fairfield,2010                                  ,368509.5189873418,80430.98,19.09090909090909
New Fairfield,2011                                  ,312652.2911392405,72145.42,13.090909090909092
New Fairfield,2012                                  ,344191.6572769953,62758.16,9.272727272727273
New Fairfield,2013                                  ,350266.4358974359,60050.4,12.363636363636363
New Fairfield,2015                                  ,356964.60516605165,59496.64,5.818181818181818
New Fairfield,2016                                  ,375939.10954063607,62604.4,6.545454545454546
New Fairfield,2017                                  ,357384.63513513515,62960.25,7.363636363636363
New Hartford,2010                                  ,263898.97402597405,18182.06,10.909090909090908
New Hartford,2011                                  ,246070.86666666667,18599.54,13.454545454545455
New Hartford,2012                                  ,288978.14444444445,19121.72,16.636363636363637
New Hartford,2014                                  ,218294.35897435897,24593.66,16.727272727272727
New Hartford,2015                                  ,223442.69047619047,28308.54,8.454545454545455
New Hartford,2016                                  ,221689.73282442748,31618.48,7.636363636363637
New Hartford,2017                                  ,216532.384,34301.825,10.636363636363637
New Haven,2010                                  ,226343.70588235295,34656.66,2531.909090909091
New Haven,2011                                  ,265957.97139141744,35139.04,2263.5454545454545
New Haven,2012                                  ,289915.41818181815,33653.74,2319.3636363636365
New Haven,2013                                  ,254834.8426966292,32300.54,2120
New Haven,2014                                  ,285125.96278511407,32300.86,1788.4545454545455
New Haven,2015                                  ,354569.5705128205,33299,1774.1818181818182
New Haven,2017                                  ,510977.9195519348,34411.425,7793.454545454545
New London,2010                                  ,222037.61132075472,34295.32,326.6363636363636
New London,2011                                  ,172445.8429118774,32503.66,312.27272727272725
New London,2012                                  ,150093.32624113475,30683.06,309.09090909090907
New London,2014                                  ,225412.58950617284,30497.82,276.90909090909093
New London,2015                                  ,153977.213740458,29733.86,217.54545454545453
New London,2016                                  ,170424.79545454544,30755.5,256
New London,2017                                  ,688599.4404040404,30879.075,1394.3636363636363
New Milford,2011                                  ,255009.76380368098,59988.16,165.45454545454547
New Milford,2012                                  ,284893.42131979694,57052.66,117.0909090909091
New Milford,2013                                  ,347532.4187192118,57152.08,105.18181818181819
New Milford,2014                                  ,250523.02823529413,53192.64,109.45454545454545
New Milford,2016                                  ,274015.2385008518,53860.42,93.36363636363636
New Milford,2017                                  ,274441.9465408805,56188.7,88.54545454545455
Newington,2010                                  ,221168.9480122324,72128.78,230.72727272727272
Newington,2012                                  ,252385.84848484848,73312.2,221.8181818181818
Newington,2013                                  ,254211.3947368421,71106.56,204
Newington,2014                                  ,217728.73705179282,69537.52,210.27272727272728
Newington,2015                                  ,260663.38358778626,66542.86,242.9090909090909
Newington,2016                                  ,270236.1247563353,67593.16,221.54545454545453
Newington,2017                                  ,241656.9641434263,66786.15,267.54545454545456
Newtown,2010                                  ,511506.46319018403,89541.38,61.36363636363637
Newtown,2011                                  ,427387.2886904762,84540.46,57.18181818181818
Newtown,2013                                  ,387612.89743589744,82095.42,35.27272727272727
Newtown,2014                                  ,376381.47580645164,84915.5,51.27272727272727
Newtown,2015                                  ,413678.7327586207,83777.64,45.36363636363637
Newtown,2016                                  ,389696.4949083503,91969.26,23.818181818181817
Norfolk,2010                                  ,388861.9090909091,34059.56,3.8181818181818183
Norfolk,2011                                  ,341175,27599.32,5.090909090909091
Norfolk,2012                                  ,293065.4,21180.36,3.5454545454545454
Norfolk,2014                                  ,229886.34375,15209.1,2.727272727272727
Norfolk,2015                                  ,235295.8510638298,15318.24,2.4545454545454546
Norfolk,2016                                  ,300851.3953488372,15398.98,2.727272727272727
Norfolk,2017                                  ,345008.7,15455.1,1.0909090909090908
North Branford,2011                                  ,249779.6168831169,33608.86,67.9090909090909
North Branford,2012                                  ,268811.91025641025,28768.44,56.45454545454545
North Branford,2013                                  ,256116.77631578947,28996.3,48.36363636363637
North Branford,2014                                  ,236828.3125,34005.14,53.27272727272727
North Branford,2015                                  ,248077.73770491802,34485.76,50.45454545454545
North Branford,2016                                  ,290543.85714285716,41070.38,36
North Branford,2017                                  ,303293.2086956522,44414.275,50.18181818181818
North Canaan,2010                                  ,163849.67741935485,12547.32,11.727272727272727
North Canaan,2011                                  ,166013.27272727274,14979.92,6.818181818181818
North Canaan,2013                                  ,126664.81818181818,19273.96,11.727272727272727
North Canaan,2014                                  ,171884.9375,20213.7,11.181818181818182
North Canaan,2015                                  ,173507.64,20057.68,9.545454545454545
North Canaan,2016                                  ,165022.8260869565,18759.18,6.181818181818182
North Haven,2010                                  ,306392.74725274724,60074.96,169.36363636363637
North Haven,2011                                  ,339442.0802919708,60436.74,177.27272727272728
North Haven,2012                                  ,345450.7477744807,62161.76,160.9090909090909
North Haven,2013                                  ,286100.02893890673,59160.84,133.9090909090909
North Haven,2015                                  ,412467.7080103359,57864.1,183.63636363636363
North Haven,2016                                  ,297400.55584415584,62851.08,164.72727272727272
North Haven,2017                                  ,354163.8109589041,62719.45,131.45454545454547
North Stonington,2010                                  ,223435.60606060605,53801.56,18.545454545454547
North Stonington,2012                                  ,191861.71875,43188.3,19.90909090909091
North Stonington,2013                                  ,254031.14285714287,34054.14,15.818181818181818
North Stonington,2014                                  ,230821.0404040404,29880.44,16.454545454545453
North Stonington,2016                                  ,233374.83333333334,25833.46,8.727272727272727
North Stonington,2017                                  ,294977.0306122449,26267.025,7.090909090909091
Norwalk,2010                                  ,551806.6731875719,68673.7,609.2727272727273
Norwalk,2011                                  ,488254.674291939,65877.84,615.3636363636364
Norwalk,2012                                  ,544045.643100511,64778.58,542.2727272727273
Norwalk,2014                                  ,542945.3127474268,64054.52,509.09090909090907
Norwalk,2015                                  ,562088.3238973009,61929.92,511
Norwalk,2016                                  ,563339.4719723184,64407.48,471.45454545454544
Norwalk,2017                                  ,651228.6156996588,64403.6,481.8181818181818
Norwich,2010                                  ,176800.64666666667,41862.48,305.8181818181818
Norwich,2011                                  ,179577.7468671679,42090.04,271.1818181818182
Norwich,2012                                  ,120177.65046728971,40494.9,291
Norwich,2014                                  ,150131.22608695654,40801.76,273.54545454545456
Norwich,2015                                  ,172404.3792093704,41068.62,205.63636363636363
Norwich,2016                                  ,171677.1643454039,41239.28,203
Norwich,2017                                  ,153095.2496662216,42607.525,192.72727272727272
Old Lyme,2010                                  ,400866.7894736842,34828.58,14.454545454545455
Old Lyme,2011                                  ,371444.2675159236,29915.34,13.090909090909092
Old Lyme,2012                                  ,363879.83625730994,24472.86,12.272727272727273
Old Lyme,2013                                  ,345753.5923913043,22684.36,14.181818181818182
Old Lyme,2015                                  ,397178.3730569948,28241.12,14.454545454545455
Old Lyme,2016                                  ,359897.756097561,32467.14,16.09090909090909
Old Lyme,2017                                  ,366728.34722222225,35725.675,13.090909090909092
Old Saybrook,2010                                  ,421450.4285714286,36290.44,84.81818181818181
Old Saybrook,2011                                  ,374396.008,28209.02,48.54545454545455
Old Saybrook,2012                                  ,388439.7405660377,26967.42,48
Old Saybrook,2014                                  ,434101.59246575343,28643.5,46.09090909090909
Old Saybrook,2015                                  ,442461.10162601626,27358,33.81818181818182
Old Saybrook,2016                                  ,452775.25087108015,28328.44,32.45454545454545
Old Saybrook,2017                                  ,466423.5494071146,26034.05,23.181818181818183
Orange,2010                                  ,458336.0763358779,78685.38,109.36363636363636
Orange,2011                                  ,441925.6037735849,77805.56,112.36363636363636
Orange,2013                                  ,391386.25263157894,68161.48,92.45454545454545
Orange,2014                                  ,453255.43601895735,71813.5,99.36363636363636
Orange,2015                                  ,597900.2128712871,65746.72,108.54545454545455
Orange,2016                                  ,398957.9108910891,71822.14,95.81818181818181
Oxford,2011                                  ,320883.9236111111,59066.72,18.636363636363637
Oxford,2012                                  ,320746.91794871795,50390.18,21.818181818181817
Oxford,2013                                  ,342106.3333333333,46043.1,16.454545454545453
Oxford,2014                                  ,332044.959798995,41842,14.727272727272727
Oxford,2016                                  ,314694.36529680365,39056.44,27.363636363636363
Oxford,2017                                  ,329464.3575819672,36924.85,11.181818181818182
Plainfield,2010                                  ,150829.52777777778,32739.36,16.90909090909091
Plainfield,2011                                  ,221391.2147239264,32932.22,15.636363636363637
Plainfield,2013                                  ,164479.60199004976,36578.9,41
Plainfield,2014                                  ,150802.28634361233,37145.86,38.72727272727273
Plainfield,2015                                  ,140650.13928571428,36705.12,30.09090909090909
Plainfield,2016                                  ,214822.90344827587,33622.54,21
Plainville,2010                                  ,226587.76824034334,44102.62,177.27272727272728
Plainville,2012                                  ,204099.08778625954,39235.38,193.36363636363637
Plainville,2013                                  ,181962.95454545456,34106.12,144.36363636363637
Plainville,2014                                  ,197433.33333333334,33625.92,140.72727272727272
Plainville,2015                                  ,202670.4585987261,34747.16,138.9090909090909
Plainville,2017                                  ,209786.36363636365,33633.075,172.9090909090909
Plymouth,2010                                  ,163971.75384615385,38370.48,78.0909090909091
Plymouth,2012                                  ,161670.11486486485,41015.62,59.63636363636363
Plymouth,2013                                  ,163253.94791666666,40057.18,58.45454545454545
Plymouth,2014                                  ,144332.82352941178,42991.8,48.81818181818182
Plymouth,2015                                  ,131420.86224489796,42901.24,53.18181818181818
Plymouth,2017                                  ,156896.05714285714,38318.625,42.90909090909091
Pomfret,2010                                  ,210929.97916666666,29572.82,10.090909090909092
Pomfret,2011                                  ,197573.4705882353,28167.58,5.818181818181818
Pomfret,2012                                  ,202285.3125,25922.84,6.2727272727272725
Pomfret,2013                                  ,236998.91666666666,19773.64,13.636363636363637
Pomfret,2014                                  ,243517.5072463768,19332.92,6.2727272727272725
Pomfret,2015                                  ,85000,19411.48,3.8181818181818183
Pomfret,2016                                  ,258240.725,19490.84,2.4545454545454546
Pomfret,2017                                  ,270379.80263157893,19468.825,3.3636363636363638
Portland,2010                                  ,207001.48305084746,42507.3,22.636363636363637
Portland,2011                                  ,217159.6524822695,36187.14,24.363636363636363
Portland,2012                                  ,235354.7619047619,30334.66,23.454545454545453
Portland,2013                                  ,223368.8355263158,29426.44,14.454545454545455
Portland,2014                                  ,205682.07272727272,29309.44,18
Portland,2015                                  ,232563.08021390374,31764.96,20.454545454545453
Portland,2016                                  ,213124.44270833334,36952.14,24
Portland,2017                                  ,233513.22404371583,40987.9,30.272727272727273
Preston,2010                                  ,199526.73076923078,36880.18,16.09090909090909
Preston,2011                                  ,168570.49056603774,34984.1,10.181818181818182
Preston,2013                                  ,158311.32911392406,28109,15.363636363636363
Preston,2014                                  ,180496.64210526316,24936.06,8.727272727272727
Preston,2015                                  ,170064.67,23190.98,8.727272727272727
Preston,2016                                  ,173968.86111111112,24302.34,7.090909090909091
Prospect,2010                                  ,269269.01550387597,53776.14,21.545454545454547
Prospect,2012                                  ,261457.66666666666,47551.8,18.818181818181817
Prospect,2013                                  ,262998.3679245283,43331.4,29
Prospect,2014                                  ,263865.1871345029,41175.16,21.818181818181817
Prospect,2016                                  ,255123.11363636365,45019.08,19.09090909090909
Prospect,2017                                  ,252169.16393442624,48200.8,16.09090909090909
Putnam,2010                                  ,147617.39024390245,25480.4,72.63636363636364
Putnam,2011                                  ,156259.48507462686,24641.38,70.9090909090909
Putnam,2012                                  ,155971.896,21855.56,74.72727272727273
Putnam,2013                                  ,163261.85802469135,15778.28,67.54545454545455
Putnam,2015                                  ,154699.8989361702,19220.54,52
Putnam,2016                                  ,145339.14222222223,19892.08,55.90909090909091
Putnam,2017                                  ,165930.62,20637.475,52.18181818181818
Redding,2010                                  ,606702.6804123712,65236.64,20.454545454545453
Redding,2011                                  ,580378.1509433963,55033.62,16.90909090909091
Redding,2013                                  ,529748.5486725664,44517.44,12.818181818181818
Redding,2014                                  ,552086.3111111111,42873.98,12.272727272727273
Redding,2015                                  ,587685.7948717949,43307.66,17.454545454545453
Redding,2016                                  ,499540.9018404908,53955.62,10.636363636363637
Ridgefield,2010                                  ,713893.7721179625,129866.24,24.545454545454547
Ridgefield,2011                                  ,649833.4744525547,121258.12,18.818181818181817
Ridgefield,2013                                  ,703485.9182389937,94902.14,20.727272727272727
Ridgefield,2014                                  ,681487.6900452488,89655.58,18
Ridgefield,2015                                  ,688126.8580508474,79217.78,29.454545454545453
Ridgefield,2016                                  ,678242.0445736434,77719.8,20.181818181818183
Rocky Hill,2010                                  ,300160.6100917431,59123.96,82
Rocky Hill,2011                                  ,347642.3093220339,59039.92,74.18181818181819
Rocky Hill,2012                                  ,596025.6142322097,54522.98,76.0909090909091
Rocky Hill,2014                                  ,492548.04347826086,48250.64,103.36363636363636
Rocky Hill,2015                                  ,485888.1226666667,46040.12,96.36363636363636
Rocky Hill,2016                                  ,4567805.838983051,47250.6,81.36363636363636
Rocky Hill,2017                                  ,264105.20334261836,49062.425,80.72727272727273
Roxbury,2010                                  ,723063.2972972973,39028.74,3
Roxbury,2011                                  ,775894.1891891892,36313.8,5.2727272727272725
Roxbury,2013                                  ,718452.0408163265,30915.14,3.5454545454545454
Roxbury,2014                                  ,581759.2105263158,31448.36,3.272727272727273
Roxbury,2015                                  ,614761.9508196721,31444.6,3.5454545454545454
Roxbury,2016                                  ,578613.574074074,30356.86,3.272727272727273
Salem,2010                                  ,239859.02564102566,57061,11.727272727272727
Salem,2011                                  ,271250,55750.78,6.545454545454546
Salem,2012                                  ,203372.35802469135,52903.92,12
Salem,2013                                  ,188656.66666666666,50312.26,7.636363636363637
Salem,2014                                  ,248370.97183098592,52849.54,8.272727272727273
Salem,2015                                  ,186530.91780821918,51135.1,5.181818181818182
Salem,2016                                  ,194708.12903225806,51562.8,9.727272727272727
Salem,2017                                  ,277033.806122449,50813.65,4.090909090909091
Salisbury,2011                                  ,547836.8421052631,40732.58,8.454545454545455
Salisbury,2012                                  ,616489.3647058824,34371.12,8.727272727272727
Salisbury,2013                                  ,473019.7931034483,30769.42,9.818181818181818
Salisbury,2014                                  ,577889.9230769231,26908.6,8.272727272727273
Salisbury,2016                                  ,580131.98,19212.92,5.454545454545454
Salisbury,2017                                  ,569676.3518518518,16387.4,4.636363636363637
Scotland,2010                                  ,179016.66666666666,27162.22,3.5454545454545454
Scotland,2011                                  ,131018.3,27595.4,3.272727272727273
Scotland,2012                                  ,161809.0909090909,26990.36,4.090909090909091
Scotland,2013                                  ,364466.6,24996.78,5.181818181818182
Scotland,2014                                  ,160421.77272727274,25218.3,2.1818181818181817
Scotland,2015                                  ,179652.46666666667,25210.16,2.8181818181818183
Scotland,2016                                  ,176566.82352941178,26122.3,1.9090909090909092
Scotland,2017                                  ,153925.2,26246.7,2.1818181818181817
Seymour,2010                                  ,219901.79096045197,71645.78,57.18181818181818
Seymour,2012                                  ,206070.4298245614,73387.7,48.36363636363637
Seymour,2013                                  ,220870.62231759657,71269.54,67.0909090909091
Seymour,2014                                  ,193699.04182509505,69311.64,47.27272727272727
Seymour,2016                                  ,200454.38360655739,59578.78,50.54545454545455
Seymour,2017                                  ,222127.16279069768,57543.475,37.90909090909091
Sharon,2010                                  ,448673.72881355934,16649.76,9.090909090909092
Sharon,2011                                  ,449445.3333333333,18506.08,5.181818181818182
Sharon,2012                                  ,458697.0303030303,18823.24,5.7272727272727275
Sharon,2014                                  ,494927.0240963855,22478.68,4.909090909090909
Sharon,2015                                  ,438476.1666666667,23120.02,3
Sharon,2016                                  ,463365.32911392406,23465.44,5.454545454545454
Sharon,2017                                  ,501942.44736842107,23063.95,4.636363636363637
Shelton,2010                                  ,389701.1816091954,63997.52,142.1818181818182
Shelton,2012                                  ,353908.47789115645,67538.58,124.63636363636364
Shelton,2013                                  ,343121.8956043956,67245.26,126.54545454545455
Shelton,2014                                  ,399120.84568835096,67044.86,112.9090909090909
Shelton,2015                                  ,337123.13994169096,66218.44,124.45454545454545
Shelton,2016                                  ,352818.9214501511,66410.7,126.81818181818181
Shelton,2017                                  ,376571.069877551,65084.8,115.72727272727273
Sherman,2010                                  ,333485.03773584904,46935.72,6.2727272727272725
Sherman,2011                                  ,454007.015625,41814.2,5.181818181818182
Sherman,2012                                  ,381436,36422.16,5.181818181818182
Sherman,2014                                  ,471982.34285714285,36977.86,2.727272727272727
Sherman,2015                                  ,411297.6901408451,32649.48,1.9090909090909092
Sherman,2016                                  ,477613.0729166667,34641.76,0.5454545454545454
Sherman,2017                                  ,460940.13684210525,36718.675,1.3636363636363635
Simsbury,2010                                  ,334783.61971830984,77585.16,51.27272727272727
Simsbury,2011                                  ,322839.53560371517,79863.58,51.72727272727273
Simsbury,2013                                  ,340523.6380208333,76112.2,45.27272727272727
Simsbury,2014                                  ,342028.45524296677,77329.42,48
Simsbury,2015                                  ,379122.3991507431,80642.54,37.90909090909091
Simsbury,2016                                  ,447202.76729559747,80206.94,47.36363636363637
Somers,2010                                  ,249630.08695652173,65455.58,29.272727272727273
